[setup] Using binary: /root/tacet/target/release/benchmark
[setup] Output root:  /root/bench-results/ablation-v2

==========================================
=== Config: baseline
=== Env:    <library defaults>
=== Output: /root/bench-results/ablation-v2/baseline
==========================================
=== Timing Tool Benchmark Suite ===

Configuration:
  Preset: medium
  Samples per class: 10000
  Datasets per point: 60
  Effect multipliers: [0.0, 0.2, 1.0, 2.0, 4.0, 20.0]
  Effect patterns: ["shift", "tail"]
  Noise models: ["iid", "ar1-0.3", "ar1-0.6", "ar1-0.8"]
  Mode: synthetic
  Checkpoint: RESUME (loading existing results)
  Tools: ["tacet"]
  Total points: 48
  Total datasets: 2880
  Total tool runs: 2880
  Batched: 6 batches of 500 datasets (~160MB peak memory)


Completed in 257.7s

Raw results already written to: /root/bench-results/ablation-v2/baseline/benchmark_results.csv
Wrote summary to: /root/bench-results/ablation-v2/baseline/benchmark_summary.csv
Wrote report to: /root/bench-results/ablation-v2/baseline/benchmark_report.md

# Benchmark Results (medium)

## Configuration

- **Preset**: medium
- **Samples per class**: 10000
- **Datasets per point**: 60
- **Effect multipliers**: [0.0, 0.2, 1.0, 2.0, 4.0, 20.0]
- **Total execution time**: 257.7s

## False Positive Rate (effect = 0)

| Tool | iid | ar1-0.3 | ar1-0.6 | ar1-0.8 |
|------|--------|--------|--------|--------|
| tacet (θ=0.4ns) | 0.0% ± 1.8% | 0.0% ± 3.0% | 0.0% ± 3.0% | 0.0% ± 3.0% |
| tacet (θ=100ns) | 0.0% ± 1.8% | 0.0% ± 3.0% | 0.0% ± 3.0% | 0.0% ± 3.0% |

## Power (Detection Rate)

| Tool | 0.2σ | 1σ | 2σ | 4σ | 20σ |
| tail | 0σ | ar1-0.8 | 0.0% | [0.0%, 6.0%] | 1222 |
| tail | 0σ | ar1-0.8 | 0.0% | [0.0%, 6.0%] | 1219 |
| tail | 0σ | iid | 0.0% | [0.0%, 3.7%] | 1065 |
| tail | 0σ | iid | 0.0% | [0.0%, 3.7%] | 1062 |
| tail | 0σ | iid | 0.0% | [0.0%, 3.7%] | 1065 |
| tail | 0σ | iid | 0.0% | [0.0%, 3.7%] | 1062 |
| tail | 0σ | iid | 0.0% | [0.0%, 3.7%] | 1065 |
| tail | 0σ | iid | 0.0% | [0.0%, 3.7%] | 1062 |
| tail | 0σ | iid | 0.0% | [0.0%, 3.7%] | 1065 |
| tail | 0σ | iid | 0.0% | [0.0%, 3.7%] | 1062 |
| tail | 0σ | iid | 0.0% | [0.0%, 3.7%] | 1065 |
| tail | 0σ | iid | 0.0% | [0.0%, 3.7%] | 1062 |
| tail | 0.2σ | ar1-0.3 | 0.0% | [0.0%, 6.0%] | 1231 |
| tail | 0.2σ | ar1-0.3 | 0.0% | [0.0%, 6.0%] | 1230 |
| tail | 0.2σ | ar1-0.6 | 0.0% | [0.0%, 6.0%] | 1214 |
| tail | 0.2σ | ar1-0.6 | 0.0% | [0.0%, 6.0%] | 1202 |
| tail | 0.2σ | ar1-0.8 | 0.0% | [0.0%, 6.0%] | 1210 |
| tail | 0.2σ | ar1-0.8 | 0.0% | [0.0%, 6.0%] | 1222 |
| tail | 0.2σ | iid | 0.0% | [0.0%, 6.0%] | 1060 |
| tail | 0.2σ | iid | 0.0% | [0.0%, 6.0%] | 1047 |
| tail | 1σ | ar1-0.3 | 81.7% | [70.1%, 89.4%] | 1240 |
| tail | 1σ | ar1-0.3 | 0.0% | [0.0%, 6.0%] | 1233 |
| tail | 1σ | ar1-0.6 | 51.7% | [39.3%, 63.8%] | 1232 |
| tail | 1σ | ar1-0.6 | 0.0% | [0.0%, 6.0%] | 1236 |
| tail | 1σ | ar1-0.8 | 8.3% | [3.6%, 18.1%] | 1231 |
| tail | 1σ | ar1-0.8 | 0.0% | [0.0%, 6.0%] | 1211 |
| tail | 1σ | iid | 100.0% | [94.0%, 100.0%] | 1076 |
| tail | 1σ | iid | 0.0% | [0.0%, 6.0%] | 1082 |
| tail | 2σ | ar1-0.3 | 100.0% | [94.0%, 100.0%] | 1260 |
| tail | 2σ | ar1-0.3 | 0.0% | [0.0%, 6.0%] | 1259 |
| tail | 2σ | ar1-0.6 | 100.0% | [94.0%, 100.0%] | 1252 |
| tail | 2σ | ar1-0.6 | 0.0% | [0.0%, 6.0%] | 1252 |
| tail | 2σ | ar1-0.8 | 100.0% | [94.0%, 100.0%] | 1243 |
| tail | 2σ | ar1-0.8 | 0.0% | [0.0%, 6.0%] | 1245 |
| tail | 2σ | iid | 100.0% | [94.0%, 100.0%] | 1083 |
| tail | 2σ | iid | 0.0% | [0.0%, 6.0%] | 1084 |
| tail | 4σ | ar1-0.3 | 100.0% | [94.0%, 100.0%] | 1268 |
| tail | 4σ | ar1-0.3 | 0.0% | [0.0%, 6.0%] | 1274 |
| tail | 4σ | ar1-0.6 | 100.0% | [94.0%, 100.0%] | 1245 |
| tail | 4σ | ar1-0.6 | 0.0% | [0.0%, 6.0%] | 1238 |
| tail | 4σ | ar1-0.8 | 100.0% | [94.0%, 100.0%] | 1239 |
| tail | 4σ | ar1-0.8 | 0.0% | [0.0%, 6.0%] | 1251 |
| tail | 4σ | iid | 100.0% | [94.0%, 100.0%] | 1071 |
| tail | 4σ | iid | 0.0% | [0.0%, 6.0%] | 1070 |
| tail | 20σ | ar1-0.3 | 5.0% | [1.7%, 13.7%] | 1266 |
| tail | 20σ | ar1-0.3 | 0.0% | [0.0%, 6.0%] | 1266 |
| tail | 20σ | ar1-0.6 | 48.3% | [36.2%, 60.7%] | 1263 |
| tail | 20σ | ar1-0.6 | 0.0% | [0.0%, 6.0%] | 1251 |
| tail | 20σ | ar1-0.8 | 100.0% | [94.0%, 100.0%] | 1258 |
| tail | 20σ | ar1-0.8 | 0.0% | [0.0%, 6.0%] | 1235 |
| tail | 20σ | iid | 0.0% | [0.0%, 6.0%] | 1081 |
| tail | 20σ | iid | 0.0% | [0.0%, 6.0%] | 1083 |


[alpha_tight] completed in 262s
[alpha_tight] rows=5920 outcomes:    1755 fail    1226 inconclusive    2939 pass 

==========================================
=== Config: alpha_loose
=== Env:    TACET_ABLATION_ALPHA=0.10 TACET_ABLATION_BETA=0.90 
=== Output: /root/bench-results/ablation-v2/alpha_loose
==========================================
[ablation] overrides: pi0=None alpha=Some(0.1) beta=Some(0.9) kl_min=None nu_ℓ=None nu_prior=None
=== Timing Tool Benchmark Suite ===

Configuration:
  Preset: medium
  Samples per class: 10000
  Datasets per point: 60
  Effect multipliers: [0.0, 0.2, 1.0, 2.0, 4.0, 20.0]
  Effect patterns: ["shift", "tail"]
  Noise models: ["iid", "ar1-0.3", "ar1-0.6", "ar1-0.8"]
  Mode: synthetic
  Checkpoint: RESUME (loading existing results)
  Tools: ["tacet"]
  Total points: 48
  Total datasets: 2880
  Total tool runs: 2880
  Batched: 6 batches of 500 datasets (~160MB peak memory)


Completed in 263.0s

Raw results already written to: /root/bench-results/ablation-v2/alpha_loose/benchmark_results.csv
Wrote summary to: /root/bench-results/ablation-v2/alpha_loose/benchmark_summary.csv
Wrote report to: /root/bench-results/ablation-v2/alpha_loose/benchmark_report.md

# Benchmark Results (medium)

## Configuration

- **Preset**: medium
- **Samples per class**: 10000
- **Datasets per point**: 60
- **Effect multipliers**: [0.0, 0.2, 1.0, 2.0, 4.0, 20.0]
- **Total execution time**: 263.0s

## False Positive Rate (effect = 0)

| Tool | iid | ar1-0.3 | ar1-0.6 | ar1-0.8 |
|------|--------|--------|--------|--------|
| tacet (θ=0.4ns) | 0.0% ± 1.8% | 0.0% ± 3.0% | 0.0% ± 3.0% | 1.7% ± 4.3% |
| tacet (θ=100ns) | 0.0% ± 1.8% | 0.0% ± 3.0% | 0.0% ± 3.0% | 0.0% ± 3.0% |

## Power (Detection Rate)

| Tool | 0.2σ | 1σ | 2σ | 4σ | 20σ |
|------|------|------|------|------|------|
| tacet (θ=0.4ns) | 100% | 100% | 100% | 100% | 100% |
| tacet (θ=100ns) | 0% | 0% | 0% | 0% | 3% |

## Detailed Results by Tool

### tacet

| Pattern | Effect | Noise | Rate | 95% CI | Time (ms) |
|---------|--------|-------|------|--------|----------|
| shift | 0σ | ar1-0.3 | 0.0% | [0.0%, 6.0%] | 1214 |
| shift | 0σ | ar1-0.3 | 0.0% | [0.0%, 6.0%] | 1232 |
| shift | 0σ | ar1-0.6 | 0.0% | [0.0%, 6.0%] | 1235 |
| shift | 0σ | ar1-0.6 | 0.0% | [0.0%, 6.0%] | 1228 |
| shift | 0σ | ar1-0.8 | 1.7% | [0.3%, 8.9%] | 1213 |
| shift | 0σ | ar1-0.8 | 0.0% | [0.0%, 6.0%] | 1231 |
| shift | 0σ | iid | 0.0% | [0.0%, 3.7%] | 1063 |
| shift | 0σ | iid | 0.0% | [0.0%, 3.7%] | 1068 |
| shift | 0σ | iid | 0.0% | [0.0%, 3.7%] | 1063 |
| shift | 0σ | iid | 0.0% | [0.0%, 3.7%] | 1068 |
| shift | 0σ | iid | 0.0% | [0.0%, 3.7%] | 1063 |
| shift | 0σ | iid | 0.0% | [0.0%, 3.7%] | 1068 |
| shift | 0σ | iid | 0.0% | [0.0%, 3.7%] | 1063 |
| shift | 0σ | iid | 0.0% | [0.0%, 3.7%] | 1068 |
| shift | 0σ | iid | 0.0% | [0.0%, 3.7%] | 1063 |
| shift | 0σ | iid | 0.0% | [0.0%, 3.7%] | 1068 |
| shift | 0.2σ | ar1-0.3 | 83.3% | [72.0%, 90.7%] | 1225 |
| shift | 0.2σ | ar1-0.3 | 0.0% | [0.0%, 6.0%] | 1234 |
| shift | 0.2σ | ar1-0.6 | 55.0% | [42.5%, 66.9%] | 1230 |
| shift | 0.2σ | ar1-0.6 | 0.0% | [0.0%, 6.0%] | 1226 |
| shift | 0.2σ | ar1-0.8 | 28.3% | [18.5%, 40.8%] | 1214 |
| shift | 0.2σ | ar1-0.8 | 0.0% | [0.0%, 6.0%] | 1225 |
| shift | 0.2σ | iid | 100.0% | [94.0%, 100.0%] | 1052 |
| shift | 0.2σ | iid | 0.0% | [0.0%, 6.0%] | 1052 |
| shift | 1σ | ar1-0.3 | 100.0% | [94.0%, 100.0%] | 1235 |
| shift | 1σ | ar1-0.3 | 0.0% | [0.0%, 6.0%] | 1240 |
| shift | 1σ | ar1-0.6 | 100.0% | [94.0%, 100.0%] | 1220 |
| shift | 1σ | ar1-0.6 | 0.0% | [0.0%, 6.0%] | 1240 |
| shift | 1σ | ar1-0.8 | 100.0% | [94.0%, 100.0%] | 1232 |
| shift | 1σ | ar1-0.8 | 0.0% | [0.0%, 6.0%] | 1225 |
| shift | 1σ | iid | 100.0% | [94.0%, 100.0%] | 1070 |
| shift | 1σ | iid | 0.0% | [0.0%, 6.0%] | 1072 |
| shift | 2σ | ar1-0.3 | 100.0% | [94.0%, 100.0%] | 1240 |
| shift | 2σ | ar1-0.3 | 0.0% | [0.0%, 6.0%] | 1230 |
| shift | 2σ | ar1-0.6 | 100.0% | [94.0%, 100.0%] | 1240 |
| shift | 2σ | ar1-0.6 | 0.0% | [0.0%, 6.0%] | 1243 |
| shift | 2σ | ar1-0.8 | 100.0% | [94.0%, 100.0%] | 1235 |
| shift | 2σ | ar1-0.8 | 0.0% | [0.0%, 6.0%] | 1247 |
| shift | 2σ | iid | 100.0% | [94.0%, 100.0%] | 1073 |
| shift | 2σ | iid | 0.0% | [0.0%, 6.0%] | 1068 |
| shift | 4σ | ar1-0.3 | 100.0% | [94.0%, 100.0%] | 1250 |
| shift | 4σ | ar1-0.3 | 0.0% | [0.0%, 6.0%] | 1259 |
| shift | 4σ | ar1-0.6 | 100.0% | [94.0%, 100.0%] | 1239 |
| shift | 4σ | ar1-0.6 | 0.0% | [0.0%, 6.0%] | 1237 |
| shift | 4σ | ar1-0.8 | 100.0% | [94.0%, 100.0%] | 1246 |
| shift | 4σ | ar1-0.8 | 0.0% | [0.0%, 6.0%] | 1250 |
| shift | 4σ | iid | 100.0% | [94.0%, 100.0%] | 1077 |
| shift | 4σ | iid | 0.0% | [0.0%, 6.0%] | 1076 |
| shift | 20σ | ar1-0.3 | 100.0% | [94.0%, 100.0%] | 1330 |
| shift | 20σ | ar1-0.3 | 46.7% | [34.6%, 59.1%] | 1328 |
| shift | 20σ | ar1-0.6 | 100.0% | [94.0%, 100.0%] | 1352 |
| shift | 20σ | ar1-0.6 | 25.0% | [15.8%, 37.2%] | 1353 |
| shift | 20σ | ar1-0.8 | 100.0% | [94.0%, 100.0%] | 1331 |
| shift | 20σ | ar1-0.8 | 18.3% | [10.6%, 29.9%] | 1337 |
| shift | 20σ | iid | 100.0% | [94.0%, 100.0%] | 1127 |
| shift | 20σ | iid | 3.3% | [0.9%, 11.4%] | 1126 |
| tail | 0σ | ar1-0.3 | 0.0% | [0.0%, 6.0%] | 1221 |
| tail | 0σ | ar1-0.3 | 0.0% | [0.0%, 6.0%] | 1212 |
| tail | 0σ | ar1-0.6 | 0.0% | [0.0%, 6.0%] | 1215 |
| tail | 0σ | ar1-0.6 | 0.0% | [0.0%, 6.0%] | 1229 |
| tail | 0σ | ar1-0.8 | 1.7% | [0.3%, 8.9%] | 1218 |
| tail | 0σ | ar1-0.8 | 0.0% | [0.0%, 6.0%] | 1204 |
| tail | 0σ | iid | 0.0% | [0.0%, 3.7%] | 1060 |
| tail | 0σ | iid | 0.0% | [0.0%, 3.7%] | 1062 |
| tail | 0σ | iid | 0.0% | [0.0%, 3.7%] | 1060 |
| tail | 0σ | iid | 0.0% | [0.0%, 3.7%] | 1062 |
| tail | 0σ | iid | 0.0% | [0.0%, 3.7%] | 1060 |
| tail | 0σ | iid | 0.0% | [0.0%, 3.7%] | 1062 |
| tail | 0σ | iid | 0.0% | [0.0%, 3.7%] | 1060 |
| tail | 0σ | iid | 0.0% | [0.0%, 3.7%] | 1062 |
| tail | 0σ | iid | 0.0% | [0.0%, 3.7%] | 1060 |
| tail | 0σ | iid | 0.0% | [0.0%, 3.7%] | 1062 |
| tail | 0.2σ | ar1-0.3 | 0.0% | [0.0%, 6.0%] | 1218 |
| tail | 0.2σ | ar1-0.3 | 0.0% | [0.0%, 6.0%] | 1226 |
| tail | 0.2σ | ar1-0.6 | 1.7% | [0.3%, 8.9%] | 1204 |
| tail | 0.2σ | ar1-0.6 | 0.0% | [0.0%, 6.0%] | 1203 |
| tail | 0.2σ | ar1-0.8 | 1.7% | [0.3%, 8.9%] | 1220 |
| tail | 0.2σ | ar1-0.8 | 0.0% | [0.0%, 6.0%] | 1226 |
| tail | 0.2σ | iid | 0.0% | [0.0%, 6.0%] | 1058 |
| tail | 0.2σ | iid | 0.0% | [0.0%, 6.0%] | 1054 |
| tail | 1σ | ar1-0.3 | 100.0% | [94.0%, 100.0%] | 1239 |
| tail | 1σ | ar1-0.3 | 0.0% | [0.0%, 6.0%] | 1229 |
| tail | 1σ | ar1-0.6 | 100.0% | [94.0%, 100.0%] | 1218 |
| tail | 1σ | ar1-0.6 | 0.0% | [0.0%, 6.0%] | 1218 |
| tail | 1σ | ar1-0.8 | 86.7% | [75.8%, 93.1%] | 1235 |
| tail | 1σ | ar1-0.8 | 0.0% | [0.0%, 6.0%] | 1231 |
| tail | 1σ | iid | 100.0% | [94.0%, 100.0%] | 1070 |
| tail | 1σ | iid | 0.0% | [0.0%, 6.0%] | 1084 |
| tail | 2σ | ar1-0.3 | 100.0% | [94.0%, 100.0%] | 1253 |
| tail | 2σ | ar1-0.3 | 0.0% | [0.0%, 6.0%] | 1249 |
| tail | 2σ | ar1-0.6 | 100.0% | [94.0%, 100.0%] | 1245 |
| tail | 2σ | ar1-0.6 | 0.0% | [0.0%, 6.0%] | 1238 |
| tail | 2σ | ar1-0.8 | 100.0% | [94.0%, 100.0%] | 1234 |
| tail | 2σ | ar1-0.8 | 0.0% | [0.0%, 6.0%] | 1243 |
| tail | 2σ | iid | 100.0% | [94.0%, 100.0%] | 1077 |
| tail | 2σ | iid | 0.0% | [0.0%, 6.0%] | 1089 |
| tail | 4σ | ar1-0.3 | 100.0% | [94.0%, 100.0%] | 1257 |
| tail | 4σ | ar1-0.3 | 0.0% | [0.0%, 6.0%] | 1256 |
| tail | 4σ | ar1-0.6 | 100.0% | [94.0%, 100.0%] | 1245 |
| tail | 4σ | ar1-0.6 | 0.0% | [0.0%, 6.0%] | 1255 |
| tail | 4σ | ar1-0.8 | 100.0% | [94.0%, 100.0%] | 1247 |
| tail | 4σ | ar1-0.8 | 0.0% | [0.0%, 6.0%] | 1244 |
| tail | 4σ | iid | 100.0% | [94.0%, 100.0%] | 1073 |
| tail | 4σ | iid | 0.0% | [0.0%, 6.0%] | 1083 |
| tail | 20σ | ar1-0.3 | 18.3% | [10.6%, 29.9%] | 1263 |
| tail | 20σ | ar1-0.3 | 0.0% | [0.0%, 6.0%] | 1258 |
| tail | 20σ | ar1-0.6 | 81.7% | [70.1%, 89.4%] | 1262 |
| tail | 20σ | ar1-0.6 | 0.0% | [0.0%, 6.0%] | 1263 |
| tail | 20σ | ar1-0.8 | 100.0% | [94.0%, 100.0%] | 1255 |
| tail | 20σ | ar1-0.8 | 0.0% | [0.0%, 6.0%] | 1234 |
| tail | 20σ | iid | 38.3% | [27.1%, 51.0%] | 1085 |
| tail | 20σ | iid | 0.0% | [0.0%, 6.0%] | 1084 |


[alpha_loose] completed in 263s
[alpha_loose] rows=5920 outcomes:    2035 fail     764 inconclusive    3121 pass 

==========================================
=== Config: kl_loose
=== Env:    TACET_ABLATION_KL_MIN=0.3 
=== Output: /root/bench-results/ablation-v2/kl_loose
==========================================
[ablation] overrides: pi0=None alpha=None beta=None kl_min=Some(0.3) nu_ℓ=None nu_prior=None
=== Timing Tool Benchmark Suite ===

Configuration:
  Preset: medium
  Samples per class: 10000
  Datasets per point: 60
  Effect multipliers: [0.0, 0.2, 1.0, 2.0, 4.0, 20.0]
  Effect patterns: ["shift", "tail"]
  Noise models: ["iid", "ar1-0.3", "ar1-0.6", "ar1-0.8"]
  Mode: synthetic
  Checkpoint: RESUME (loading existing results)
  Tools: ["tacet"]
  Total points: 48
  Total datasets: 2880
  Total tool runs: 2880
  Batched: 6 batches of 500 datasets (~160MB peak memory)


Completed in 260.4s

Raw results already written to: /root/bench-results/ablation-v2/kl_loose/benchmark_results.csv
Wrote summary to: /root/bench-results/ablation-v2/kl_loose/benchmark_summary.csv
Wrote report to: /root/bench-results/ablation-v2/kl_loose/benchmark_report.md

# Benchmark Results (medium)

## Configuration

- **Preset**: medium
- **Samples per class**: 10000
- **Datasets per point**: 60
- **Effect multipliers**: [0.0, 0.2, 1.0, 2.0, 4.0, 20.0]
- **Total execution time**: 260.4s

## False Positive Rate (effect = 0)

| Tool | iid | ar1-0.3 | ar1-0.6 | ar1-0.8 |
|------|--------|--------|--------|--------|
| tacet (θ=0.4ns) | 0.0% ± 1.8% | 0.0% ± 3.0% | 0.0% ± 3.0% | 0.0% ± 3.0% |
| tacet (θ=100ns) | 0.0% ± 1.8% | 0.0% ± 3.0% | 0.0% ± 3.0% | 0.0% ± 3.0% |

## Power (Detection Rate)

| Tool | 0.2σ | 1σ | 2σ | 4σ | 20σ |
|------|------|------|------|------|------|
| tacet (θ=0.4ns) | 100% | 100% | 100% | 100% | 100% |
| tacet (θ=100ns) | 0% | 0% | 0% | 0% | 0% |

## Detailed Results by Tool

### tacet

| Pattern | Effect | Noise | Rate | 95% CI | Time (ms) |
|---------|--------|-------|------|--------|----------|
| shift | 0σ | ar1-0.3 | 0.0% | [0.0%, 6.0%] | 1232 |
| shift | 0σ | ar1-0.3 | 0.0% | [0.0%, 6.0%] | 1234 |
| shift | 0σ | ar1-0.6 | 0.0% | [0.0%, 6.0%] | 1227 |
| shift | 0σ | ar1-0.6 | 0.0% | [0.0%, 6.0%] | 1228 |
| shift | 0σ | ar1-0.8 | 0.0% | [0.0%, 6.0%] | 1230 |
| shift | 0σ | ar1-0.8 | 0.0% | [0.0%, 6.0%] | 1229 |
| shift | 0σ | iid | 0.0% | [0.0%, 3.7%] | 1071 |
| shift | 0σ | iid | 0.0% | [0.0%, 3.7%] | 1066 |
| shift | 0σ | iid | 0.0% | [0.0%, 3.7%] | 1071 |
| shift | 0σ | iid | 0.0% | [0.0%, 3.7%] | 1066 |
| shift | 0σ | iid | 0.0% | [0.0%, 3.7%] | 1071 |
| shift | 0σ | iid | 0.0% | [0.0%, 3.7%] | 1066 |
| shift | 0σ | iid | 0.0% | [0.0%, 3.7%] | 1071 |
| shift | 0σ | iid | 0.0% | [0.0%, 3.7%] | 1066 |
| shift | 0σ | iid | 0.0% | [0.0%, 3.7%] | 1071 |
| shift | 0σ | iid | 0.0% | [0.0%, 3.7%] | 1066 |
| shift | 0.2σ | ar1-0.3 | 68.3% | [55.8%, 78.7%] | 1221 |
| shift | 0.2σ | ar1-0.3 | 0.0% | [0.0%, 6.0%] | 1235 |
| shift | 0.2σ | ar1-0.6 | 38.3% | [27.1%, 51.0%] | 1231 |
| shift | 0.2σ | ar1-0.6 | 0.0% | [0.0%, 6.0%] | 1239 |
| shift | 0.2σ | ar1-0.8 | 13.3% | [6.9%, 24.2%] | 1215 |
| shift | 0.2σ | ar1-0.8 | 0.0% | [0.0%, 6.0%] | 1218 |
| shift | 0.2σ | iid | 100.0% | [94.0%, 100.0%] | 1065 |
| shift | 0.2σ | iid | 0.0% | [0.0%, 6.0%] | 1053 |
| shift | 1σ | ar1-0.3 | 100.0% | [94.0%, 100.0%] | 1248 |
| shift | 1σ | ar1-0.3 | 0.0% | [0.0%, 6.0%] | 1243 |
| shift | 1σ | ar1-0.6 | 100.0% | [94.0%, 100.0%] | 1242 |
| shift | 1σ | ar1-0.6 | 0.0% | [0.0%, 6.0%] | 1241 |
| shift | 1σ | ar1-0.8 | 100.0% | [94.0%, 100.0%] | 1230 |
| shift | 1σ | ar1-0.8 | 0.0% | [0.0%, 6.0%] | 1230 |
| shift | 1σ | iid | 100.0% | [94.0%, 100.0%] | 1067 |
| shift | 1σ | iid | 0.0% | [0.0%, 6.0%] | 1060 |
| shift | 2σ | ar1-0.3 | 100.0% | [94.0%, 100.0%] | 1243 |
| shift | 2σ | ar1-0.3 | 0.0% | [0.0%, 6.0%] | 1239 |
| shift | 2σ | ar1-0.6 | 100.0% | [94.0%, 100.0%] | 1226 |
| shift | 2σ | ar1-0.6 | 0.0% | [0.0%, 6.0%] | 1237 |
| shift | 2σ | ar1-0.8 | 100.0% | [94.0%, 100.0%] | 1239 |
| shift | 2σ | ar1-0.8 | 0.0% | [0.0%, 6.0%] | 1241 |
| shift | 2σ | iid | 100.0% | [94.0%, 100.0%] | 1074 |
| shift | 2σ | iid | 0.0% | [0.0%, 6.0%] | 1067 |
| shift | 4σ | ar1-0.3 | 100.0% | [94.0%, 100.0%] | 1262 |
| shift | 4σ | ar1-0.3 | 0.0% | [0.0%, 6.0%] | 1262 |
| shift | 4σ | ar1-0.6 | 100.0% | [94.0%, 100.0%] | 1262 |
| shift | 4σ | ar1-0.6 | 0.0% | [0.0%, 6.0%] | 1256 |
| shift | 4σ | ar1-0.8 | 100.0% | [94.0%, 100.0%] | 1247 |
| shift | 4σ | ar1-0.8 | 0.0% | [0.0%, 6.0%] | 1252 |
| shift | 4σ | iid | 100.0% | [94.0%, 100.0%] | 1078 |
| shift | 4σ | iid | 0.0% | [0.0%, 6.0%] | 1075 |
| shift | 20σ | ar1-0.3 | 100.0% | [94.0%, 100.0%] | 1357 |
| shift | 20σ | ar1-0.3 | 25.0% | [15.8%, 37.2%] | 1365 |
| shift | 20σ | ar1-0.6 | 100.0% | [94.0%, 100.0%] | 1345 |
| shift | 20σ | ar1-0.6 | 15.0% | [8.1%, 26.1%] | 1346 |
| shift | 20σ | ar1-0.8 | 100.0% | [94.0%, 100.0%] | 1352 |
| shift | 20σ | ar1-0.8 | 8.3% | [3.6%, 18.1%] | 1343 |
| shift | 20σ | iid | 100.0% | [94.0%, 100.0%] | 1145 |
| shift | 20σ | iid | 0.0% | [0.0%, 6.0%] | 1139 |
| tail | 0σ | ar1-0.3 | 0.0% | [0.0%, 6.0%] | 1212 |
| tail | 0σ | ar1-0.3 | 0.0% | [0.0%, 6.0%] | 1220 |
| tail | 0σ | ar1-0.6 | 0.0% | [0.0%, 6.0%] | 1217 |
| tail | 0σ | ar1-0.6 | 0.0% | [0.0%, 6.0%] | 1234 |
| tail | 0σ | ar1-0.8 | 0.0% | [0.0%, 6.0%] | 1211 |
| tail | 0σ | ar1-0.8 | 0.0% | [0.0%, 6.0%] | 1213 |
| tail | 0σ | iid | 0.0% | [0.0%, 3.7%] | 1058 |
| tail | 0σ | iid | 0.0% | [0.0%, 3.7%] | 1068 |
| tail | 0σ | iid | 0.0% | [0.0%, 3.7%] | 1058 |
| tail | 0σ | iid | 0.0% | [0.0%, 3.7%] | 1068 |
| tail | 0σ | iid | 0.0% | [0.0%, 3.7%] | 1058 |
| tail | 0σ | iid | 0.0% | [0.0%, 3.7%] | 1068 |
| tail | 0σ | iid | 0.0% | [0.0%, 3.7%] | 1058 |
| tail | 0σ | iid | 0.0% | [0.0%, 3.7%] | 1068 |
| tail | 0σ | iid | 0.0% | [0.0%, 3.7%] | 1058 |
| tail | 0σ | iid | 0.0% | [0.0%, 3.7%] | 1068 |
| tail | 0.2σ | ar1-0.3 | 0.0% | [0.0%, 6.0%] | 1224 |
| tail | 0.2σ | ar1-0.3 | 0.0% | [0.0%, 6.0%] | 1230 |
| tail | 0.2σ | ar1-0.6 | 0.0% | [0.0%, 6.0%] | 1222 |
| tail | 0.2σ | ar1-0.6 | 0.0% | [0.0%, 6.0%] | 1226 |
| tail | 0.2σ | ar1-0.8 | 0.0% | [0.0%, 6.0%] | 1225 |
| tail | 0.2σ | ar1-0.8 | 0.0% | [0.0%, 6.0%] | 1216 |
| tail | 0.2σ | iid | 0.0% | [0.0%, 6.0%] | 1059 |
| tail | 0.2σ | iid | 0.0% | [0.0%, 6.0%] | 1054 |
| tail | 1σ | ar1-0.3 | 100.0% | [94.0%, 100.0%] | 1235 |
| tail | 1σ | ar1-0.3 | 0.0% | [0.0%, 6.0%] | 1228 |
| tail | 1σ | ar1-0.6 | 91.7% | [81.9%, 96.4%] | 1227 |
| tail | 1σ | ar1-0.6 | 0.0% | [0.0%, 6.0%] | 1235 |
| tail | 1σ | ar1-0.8 | 73.3% | [61.0%, 82.9%] | 1220 |
| tail | 1σ | ar1-0.8 | 0.0% | [0.0%, 6.0%] | 1234 |
| tail | 1σ | iid | 100.0% | [94.0%, 100.0%] | 1079 |
| tail | 1σ | iid | 0.0% | [0.0%, 6.0%] | 1072 |
| tail | 2σ | ar1-0.3 | 100.0% | [94.0%, 100.0%] | 1242 |
| tail | 2σ | ar1-0.3 | 0.0% | [0.0%, 6.0%] | 1255 |
| tail | 2σ | ar1-0.6 | 100.0% | [94.0%, 100.0%] | 1256 |
| tail | 2σ | ar1-0.6 | 0.0% | [0.0%, 6.0%] | 1253 |
| tail | 2σ | ar1-0.8 | 100.0% | [94.0%, 100.0%] | 1242 |
| tail | 2σ | ar1-0.8 | 0.0% | [0.0%, 6.0%] | 1248 |
| tail | 2σ | iid | 100.0% | [94.0%, 100.0%] | 1085 |
| tail | 2σ | iid | 0.0% | [0.0%, 6.0%] | 1085 |
| tail | 4σ | ar1-0.3 | 100.0% | [94.0%, 100.0%] | 1257 |
| tail | 4σ | ar1-0.3 | 0.0% | [0.0%, 6.0%] | 1257 |
| tail | 4σ | ar1-0.6 | 100.0% | [94.0%, 100.0%] | 1254 |
| tail | 4σ | ar1-0.6 | 0.0% | [0.0%, 6.0%] | 1259 |
| tail | 4σ | ar1-0.8 | 100.0% | [94.0%, 100.0%] | 1234 |
| tail | 4σ | ar1-0.8 | 0.0% | [0.0%, 6.0%] | 1235 |
