[setup] Using binary: /root/tacet/target/release/benchmark
[setup] Output root:  /root/bench-results/ablation-v3

==========================================
=== Config: baseline
=== Env:    <library defaults>
=== Output: /root/bench-results/ablation-v3/baseline
==========================================
=== Timing Tool Benchmark Suite ===

Configuration:
  Preset: medium
  Samples per class: 10000
  Datasets per point: 120
  Effect multipliers: [0.0, 0.2, 1.0, 2.0, 4.0, 20.0]
  Effect patterns: ["shift", "tail"]
  Noise models: ["iid", "ar1-0.3", "ar1-0.6", "ar1-0.8"]
  Mode: synthetic
  Checkpoint: RESUME (loading existing results)
  Tools: ["tacet"]
  Total points: 48
  Total datasets: 5760
  Total tool runs: 5760
  Batched: 12 batches of 500 datasets (~160MB peak memory)

  Resuming: 5760 results loaded from checkpoint

Completed in 259.3s

Raw results already written to: /root/bench-results/ablation-v3/baseline/benchmark_results.csv
Wrote summary to: /root/bench-results/ablation-v3/baseline/benchmark_summary.csv
Wrote report to: /root/bench-results/ablation-v3/baseline/benchmark_report.md

# Benchmark Results (medium)

## Configuration

- **Preset**: medium
- **Samples per class**: 10000
- **Datasets per point**: 120
- **Effect multipliers**: [0.0, 0.2, 1.0, 2.0, 4.0, 20.0]
- **Total execution time**: 259.3s

## False Positive Rate (effect = 0)

| Tool | iid | ar1-0.3 | ar1-0.6 | ar1-0.8 |
|------|--------|--------|--------|--------|
| tacet (θ=0.4ns) | 0.0% ± 1.8% | 0.0% ± 3.0% | 0.0% ± 3.0% | 0.0% ± 3.0% |
| tacet (θ=100ns) | 0.0% ± 1.8% | 0.0% ± 3.0% | 0.0% ± 3.0% | 0.0% ± 3.0% |

## Power (Detection Rate)

| Tool | 0.2σ | 1σ | 2σ | 4σ | 20σ |
| tail | 0σ | ar1-0.3 | 0.0% | [0.0%, 6.0%] | 1206 |
| tail | 0σ | ar1-0.3 | 0.0% | [0.0%, 6.0%] | 1200 |
| tail | 0σ | ar1-0.6 | 0.0% | [0.0%, 6.0%] | 1217 |
| tail | 0σ | ar1-0.6 | 0.0% | [0.0%, 6.0%] | 1213 |
| tail | 0σ | ar1-0.8 | 0.0% | [0.0%, 6.0%] | 1198 |
| tail | 0σ | ar1-0.8 | 0.0% | [0.0%, 6.0%] | 1207 |
| tail | 0σ | iid | 0.0% | [0.0%, 3.7%] | 1047 |
| tail | 0σ | iid | 0.0% | [0.0%, 3.7%] | 1037 |
| tail | 0σ | iid | 0.0% | [0.0%, 3.7%] | 1047 |
| tail | 0σ | iid | 0.0% | [0.0%, 3.7%] | 1037 |
| tail | 0σ | iid | 0.0% | [0.0%, 3.7%] | 1047 |
| tail | 0σ | iid | 0.0% | [0.0%, 3.7%] | 1037 |
| tail | 0σ | iid | 0.0% | [0.0%, 3.7%] | 1047 |
| tail | 0σ | iid | 0.0% | [0.0%, 3.7%] | 1037 |
| tail | 0σ | iid | 0.0% | [0.0%, 3.7%] | 1047 |
| tail | 0σ | iid | 0.0% | [0.0%, 3.7%] | 1037 |
| tail | 0.2σ | ar1-0.3 | 0.0% | [0.0%, 6.0%] | 1221 |
| tail | 0.2σ | ar1-0.3 | 0.0% | [0.0%, 6.0%] | 1223 |
| tail | 0.2σ | ar1-0.6 | 0.0% | [0.0%, 6.0%] | 1193 |
| tail | 0.2σ | ar1-0.6 | 0.0% | [0.0%, 6.0%] | 1207 |
| tail | 0.2σ | ar1-0.8 | 0.0% | [0.0%, 6.0%] | 1205 |
| tail | 0.2σ | ar1-0.8 | 0.0% | [0.0%, 6.0%] | 1214 |
| tail | 0.2σ | iid | 0.0% | [0.0%, 6.0%] | 1043 |
| tail | 0.2σ | iid | 0.0% | [0.0%, 6.0%] | 1028 |
| tail | 1σ | ar1-0.3 | 88.3% | [77.8%, 94.2%] | 1230 |
| tail | 1σ | ar1-0.3 | 0.0% | [0.0%, 6.0%] | 1234 |
| tail | 1σ | ar1-0.6 | 43.3% | [31.6%, 55.9%] | 1227 |
| tail | 1σ | ar1-0.6 | 0.0% | [0.0%, 6.0%] | 1232 |
| tail | 1σ | ar1-0.8 | 5.0% | [1.7%, 13.7%] | 1214 |
| tail | 1σ | ar1-0.8 | 0.0% | [0.0%, 6.0%] | 1225 |
| tail | 1σ | iid | 100.0% | [94.0%, 100.0%] | 1061 |
| tail | 1σ | iid | 0.0% | [0.0%, 6.0%] | 1065 |
| tail | 2σ | ar1-0.3 | 100.0% | [94.0%, 100.0%] | 1233 |
| tail | 2σ | ar1-0.3 | 0.0% | [0.0%, 6.0%] | 1230 |
| tail | 2σ | ar1-0.6 | 100.0% | [94.0%, 100.0%] | 1243 |
| tail | 2σ | ar1-0.6 | 0.0% | [0.0%, 6.0%] | 1243 |
| tail | 2σ | ar1-0.8 | 100.0% | [94.0%, 100.0%] | 1241 |
| tail | 2σ | ar1-0.8 | 0.0% | [0.0%, 6.0%] | 1239 |
| tail | 2σ | iid | 100.0% | [94.0%, 100.0%] | 1064 |
| tail | 2σ | iid | 0.0% | [0.0%, 6.0%] | 1082 |
| tail | 4σ | ar1-0.3 | 100.0% | [94.0%, 100.0%] | 1258 |
| tail | 4σ | ar1-0.3 | 0.0% | [0.0%, 6.0%] | 1243 |
| tail | 4σ | ar1-0.6 | 100.0% | [94.0%, 100.0%] | 1238 |
| tail | 4σ | ar1-0.6 | 0.0% | [0.0%, 6.0%] | 1244 |
| tail | 4σ | ar1-0.8 | 100.0% | [94.0%, 100.0%] | 1235 |
| tail | 4σ | ar1-0.8 | 0.0% | [0.0%, 6.0%] | 1231 |
| tail | 4σ | iid | 100.0% | [94.0%, 100.0%] | 1077 |
| tail | 4σ | iid | 0.0% | [0.0%, 6.0%] | 1076 |
| tail | 20σ | ar1-0.3 | 6.7% | [2.6%, 15.9%] | 1262 |
| tail | 20σ | ar1-0.3 | 0.0% | [0.0%, 6.0%] | 1261 |
| tail | 20σ | ar1-0.6 | 55.0% | [42.5%, 66.9%] | 1245 |
| tail | 20σ | ar1-0.6 | 0.0% | [0.0%, 6.0%] | 1240 |
| tail | 20σ | ar1-0.8 | 100.0% | [94.0%, 100.0%] | 1243 |
| tail | 20σ | ar1-0.8 | 0.0% | [0.0%, 6.0%] | 1233 |
| tail | 20σ | iid | 0.0% | [0.0%, 6.0%] | 1085 |
| tail | 20σ | iid | 0.0% | [0.0%, 6.0%] | 1084 |


[alpha_tight] completed in 259s
[alpha_tight] rows=11840 outcomes:    3521 fail    2436 inconclusive    5883 pass 

==========================================
=== Config: alpha_loose
=== Env:    TACET_ABLATION_ALPHA=0.10 TACET_ABLATION_BETA=0.90 
=== Output: /root/bench-results/ablation-v3/alpha_loose
==========================================
[ablation] overrides: pi0=None alpha=Some(0.1) beta=Some(0.9) kl_min=None nu_ℓ=None nu_prior=None
=== Timing Tool Benchmark Suite ===

Configuration:
  Preset: medium
  Samples per class: 10000
  Datasets per point: 120
  Effect multipliers: [0.0, 0.2, 1.0, 2.0, 4.0, 20.0]
  Effect patterns: ["shift", "tail"]
  Noise models: ["iid", "ar1-0.3", "ar1-0.6", "ar1-0.8"]
  Mode: synthetic
  Checkpoint: RESUME (loading existing results)
  Tools: ["tacet"]
  Total points: 48
  Total datasets: 5760
  Total tool runs: 5760
  Batched: 12 batches of 500 datasets (~160MB peak memory)

  Resuming: 5760 results loaded from checkpoint

Completed in 256.8s

Raw results already written to: /root/bench-results/ablation-v3/alpha_loose/benchmark_results.csv
Wrote summary to: /root/bench-results/ablation-v3/alpha_loose/benchmark_summary.csv
Wrote report to: /root/bench-results/ablation-v3/alpha_loose/benchmark_report.md

# Benchmark Results (medium)

## Configuration

- **Preset**: medium
- **Samples per class**: 10000
- **Datasets per point**: 120
- **Effect multipliers**: [0.0, 0.2, 1.0, 2.0, 4.0, 20.0]
- **Total execution time**: 256.8s

## False Positive Rate (effect = 0)

| Tool | iid | ar1-0.3 | ar1-0.6 | ar1-0.8 |
|------|--------|--------|--------|--------|
| tacet (θ=0.4ns) | 0.0% ± 1.8% | 0.0% ± 3.0% | 1.7% ± 4.3% | 1.7% ± 4.3% |
| tacet (θ=100ns) | 0.0% ± 1.8% | 0.0% ± 3.0% | 0.0% ± 3.0% | 0.0% ± 3.0% |

## Power (Detection Rate)

| Tool | 0.2σ | 1σ | 2σ | 4σ | 20σ |
|------|------|------|------|------|------|
| tacet (θ=0.4ns) | 100% | 100% | 100% | 100% | 100% |
| tacet (θ=100ns) | 0% | 0% | 0% | 0% | 3% |

## Detailed Results by Tool

### tacet

| Pattern | Effect | Noise | Rate | 95% CI | Time (ms) |
|---------|--------|-------|------|--------|----------|
| shift | 0σ | ar1-0.3 | 0.0% | [0.0%, 6.0%] | 1204 |
| shift | 0σ | ar1-0.3 | 0.0% | [0.0%, 6.0%] | 1192 |
| shift | 0σ | ar1-0.6 | 1.7% | [0.3%, 8.9%] | 1217 |
| shift | 0σ | ar1-0.6 | 0.0% | [0.0%, 6.0%] | 1213 |
| shift | 0σ | ar1-0.8 | 1.7% | [0.3%, 8.9%] | 1216 |
| shift | 0σ | ar1-0.8 | 0.0% | [0.0%, 6.0%] | 1211 |
| shift | 0σ | iid | 0.0% | [0.0%, 3.7%] | 1047 |
| shift | 0σ | iid | 0.0% | [0.0%, 3.7%] | 1055 |
| shift | 0σ | iid | 0.0% | [0.0%, 3.7%] | 1047 |
| shift | 0σ | iid | 0.0% | [0.0%, 3.7%] | 1055 |
| shift | 0σ | iid | 0.0% | [0.0%, 3.7%] | 1047 |
| shift | 0σ | iid | 0.0% | [0.0%, 3.7%] | 1055 |
| shift | 0σ | iid | 0.0% | [0.0%, 3.7%] | 1047 |
| shift | 0σ | iid | 0.0% | [0.0%, 3.7%] | 1055 |
| shift | 0σ | iid | 0.0% | [0.0%, 3.7%] | 1047 |
| shift | 0σ | iid | 0.0% | [0.0%, 3.7%] | 1055 |
| shift | 0.2σ | ar1-0.3 | 88.3% | [77.8%, 94.2%] | 1217 |
| shift | 0.2σ | ar1-0.3 | 0.0% | [0.0%, 6.0%] | 1215 |
| shift | 0.2σ | ar1-0.6 | 65.0% | [52.4%, 75.8%] | 1213 |
| shift | 0.2σ | ar1-0.6 | 0.0% | [0.0%, 6.0%] | 1202 |
| shift | 0.2σ | ar1-0.8 | 36.7% | [25.6%, 49.3%] | 1199 |
| shift | 0.2σ | ar1-0.8 | 0.0% | [0.0%, 6.0%] | 1197 |
| shift | 0.2σ | iid | 100.0% | [94.0%, 100.0%] | 1032 |
| shift | 0.2σ | iid | 0.0% | [0.0%, 6.0%] | 1038 |
| shift | 1σ | ar1-0.3 | 100.0% | [94.0%, 100.0%] | 1208 |
| shift | 1σ | ar1-0.3 | 0.0% | [0.0%, 6.0%] | 1216 |
| shift | 1σ | ar1-0.6 | 100.0% | [94.0%, 100.0%] | 1204 |
| shift | 1σ | ar1-0.6 | 0.0% | [0.0%, 6.0%] | 1206 |
| shift | 1σ | ar1-0.8 | 100.0% | [94.0%, 100.0%] | 1208 |
| shift | 1σ | ar1-0.8 | 0.0% | [0.0%, 6.0%] | 1224 |
| shift | 1σ | iid | 100.0% | [94.0%, 100.0%] | 1052 |
| shift | 1σ | iid | 0.0% | [0.0%, 6.0%] | 1037 |
| shift | 2σ | ar1-0.3 | 100.0% | [94.0%, 100.0%] | 1215 |
| shift | 2σ | ar1-0.3 | 0.0% | [0.0%, 6.0%] | 1218 |
| shift | 2σ | ar1-0.6 | 100.0% | [94.0%, 100.0%] | 1210 |
| shift | 2σ | ar1-0.6 | 0.0% | [0.0%, 6.0%] | 1214 |
| shift | 2σ | ar1-0.8 | 100.0% | [94.0%, 100.0%] | 1220 |
| shift | 2σ | ar1-0.8 | 0.0% | [0.0%, 6.0%] | 1222 |
| shift | 2σ | iid | 100.0% | [94.0%, 100.0%] | 1051 |
| shift | 2σ | iid | 0.0% | [0.0%, 6.0%] | 1046 |
| shift | 4σ | ar1-0.3 | 100.0% | [94.0%, 100.0%] | 1243 |
| shift | 4σ | ar1-0.3 | 0.0% | [0.0%, 6.0%] | 1228 |
| shift | 4σ | ar1-0.6 | 100.0% | [94.0%, 100.0%] | 1238 |
| shift | 4σ | ar1-0.6 | 0.0% | [0.0%, 6.0%] | 1237 |
| shift | 4σ | ar1-0.8 | 100.0% | [94.0%, 100.0%] | 1235 |
| shift | 4σ | ar1-0.8 | 0.0% | [0.0%, 6.0%] | 1239 |
| shift | 4σ | iid | 100.0% | [94.0%, 100.0%] | 1070 |
| shift | 4σ | iid | 0.0% | [0.0%, 6.0%] | 1067 |
| shift | 20σ | ar1-0.3 | 100.0% | [94.0%, 100.0%] | 1317 |
| shift | 20σ | ar1-0.3 | 55.0% | [42.5%, 66.9%] | 1319 |
| shift | 20σ | ar1-0.6 | 100.0% | [94.0%, 100.0%] | 1327 |
| shift | 20σ | ar1-0.6 | 43.3% | [31.6%, 55.9%] | 1311 |
| shift | 20σ | ar1-0.8 | 100.0% | [94.0%, 100.0%] | 1335 |
| shift | 20σ | ar1-0.8 | 38.3% | [27.1%, 51.0%] | 1333 |
| shift | 20σ | iid | 100.0% | [94.0%, 100.0%] | 1118 |
| shift | 20σ | iid | 3.3% | [0.9%, 11.4%] | 1120 |
| tail | 0σ | ar1-0.3 | 0.0% | [0.0%, 6.0%] | 1209 |
| tail | 0σ | ar1-0.3 | 0.0% | [0.0%, 6.0%] | 1198 |
| tail | 0σ | ar1-0.6 | 0.0% | [0.0%, 6.0%] | 1218 |
| tail | 0σ | ar1-0.6 | 0.0% | [0.0%, 6.0%] | 1216 |
| tail | 0σ | ar1-0.8 | 1.7% | [0.3%, 8.9%] | 1209 |
| tail | 0σ | ar1-0.8 | 0.0% | [0.0%, 6.0%] | 1216 |
| tail | 0σ | iid | 0.0% | [0.0%, 3.7%] | 1047 |
| tail | 0σ | iid | 0.0% | [0.0%, 3.7%] | 1048 |
| tail | 0σ | iid | 0.0% | [0.0%, 3.7%] | 1047 |
| tail | 0σ | iid | 0.0% | [0.0%, 3.7%] | 1048 |
| tail | 0σ | iid | 0.0% | [0.0%, 3.7%] | 1047 |
| tail | 0σ | iid | 0.0% | [0.0%, 3.7%] | 1048 |
| tail | 0σ | iid | 0.0% | [0.0%, 3.7%] | 1047 |
| tail | 0σ | iid | 0.0% | [0.0%, 3.7%] | 1048 |
| tail | 0σ | iid | 0.0% | [0.0%, 3.7%] | 1047 |
| tail | 0σ | iid | 0.0% | [0.0%, 3.7%] | 1048 |
| tail | 0.2σ | ar1-0.3 | 1.7% | [0.3%, 8.9%] | 1202 |
| tail | 0.2σ | ar1-0.3 | 0.0% | [0.0%, 6.0%] | 1217 |
| tail | 0.2σ | ar1-0.6 | 1.7% | [0.3%, 8.9%] | 1216 |
| tail | 0.2σ | ar1-0.6 | 0.0% | [0.0%, 6.0%] | 1210 |
| tail | 0.2σ | ar1-0.8 | 1.7% | [0.3%, 8.9%] | 1199 |
| tail | 0.2σ | ar1-0.8 | 0.0% | [0.0%, 6.0%] | 1218 |
| tail | 0.2σ | iid | 0.0% | [0.0%, 6.0%] | 1041 |
| tail | 0.2σ | iid | 0.0% | [0.0%, 6.0%] | 1046 |
| tail | 1σ | ar1-0.3 | 100.0% | [94.0%, 100.0%] | 1226 |
| tail | 1σ | ar1-0.3 | 0.0% | [0.0%, 6.0%] | 1219 |
| tail | 1σ | ar1-0.6 | 98.3% | [91.1%, 99.7%] | 1226 |
| tail | 1σ | ar1-0.6 | 0.0% | [0.0%, 6.0%] | 1219 |
| tail | 1σ | ar1-0.8 | 88.3% | [77.8%, 94.2%] | 1219 |
| tail | 1σ | ar1-0.8 | 0.0% | [0.0%, 6.0%] | 1222 |
| tail | 1σ | iid | 100.0% | [94.0%, 100.0%] | 1082 |
| tail | 1σ | iid | 0.0% | [0.0%, 6.0%] | 1078 |
| tail | 2σ | ar1-0.3 | 100.0% | [94.0%, 100.0%] | 1244 |
| tail | 2σ | ar1-0.3 | 0.0% | [0.0%, 6.0%] | 1239 |
| tail | 2σ | ar1-0.6 | 100.0% | [94.0%, 100.0%] | 1244 |
| tail | 2σ | ar1-0.6 | 0.0% | [0.0%, 6.0%] | 1249 |
| tail | 2σ | ar1-0.8 | 100.0% | [94.0%, 100.0%] | 1247 |
| tail | 2σ | ar1-0.8 | 0.0% | [0.0%, 6.0%] | 1243 |
| tail | 2σ | iid | 100.0% | [94.0%, 100.0%] | 1076 |
| tail | 2σ | iid | 0.0% | [0.0%, 6.0%] | 1074 |
| tail | 4σ | ar1-0.3 | 100.0% | [94.0%, 100.0%] | 1246 |
| tail | 4σ | ar1-0.3 | 0.0% | [0.0%, 6.0%] | 1239 |
| tail | 4σ | ar1-0.6 | 100.0% | [94.0%, 100.0%] | 1249 |
| tail | 4σ | ar1-0.6 | 0.0% | [0.0%, 6.0%] | 1250 |
| tail | 4σ | ar1-0.8 | 100.0% | [94.0%, 100.0%] | 1228 |
| tail | 4σ | ar1-0.8 | 0.0% | [0.0%, 6.0%] | 1228 |
| tail | 4σ | iid | 100.0% | [94.0%, 100.0%] | 1070 |
| tail | 4σ | iid | 0.0% | [0.0%, 6.0%] | 1062 |
| tail | 20σ | ar1-0.3 | 18.3% | [10.6%, 29.9%] | 1262 |
| tail | 20σ | ar1-0.3 | 0.0% | [0.0%, 6.0%] | 1263 |
| tail | 20σ | ar1-0.6 | 86.7% | [75.8%, 93.1%] | 1260 |
| tail | 20σ | ar1-0.6 | 0.0% | [0.0%, 6.0%] | 1250 |
| tail | 20σ | ar1-0.8 | 100.0% | [94.0%, 100.0%] | 1251 |
| tail | 20σ | ar1-0.8 | 0.0% | [0.0%, 6.0%] | 1247 |
| tail | 20σ | iid | 51.7% | [39.3%, 63.8%] | 1068 |
| tail | 20σ | iid | 0.0% | [0.0%, 6.0%] | 1070 |


[alpha_loose] completed in 257s
[alpha_loose] rows=11840 outcomes:    4125 fail    1479 inconclusive    6236 pass 

==========================================
=== Config: kl_loose
=== Env:    TACET_ABLATION_KL_MIN=0.3 
=== Output: /root/bench-results/ablation-v3/kl_loose
==========================================
[ablation] overrides: pi0=None alpha=None beta=None kl_min=Some(0.3) nu_ℓ=None nu_prior=None
=== Timing Tool Benchmark Suite ===

Configuration:
  Preset: medium
  Samples per class: 10000
  Datasets per point: 120
  Effect multipliers: [0.0, 0.2, 1.0, 2.0, 4.0, 20.0]
  Effect patterns: ["shift", "tail"]
  Noise models: ["iid", "ar1-0.3", "ar1-0.6", "ar1-0.8"]
  Mode: synthetic
  Checkpoint: RESUME (loading existing results)
  Tools: ["tacet"]
  Total points: 48
  Total datasets: 5760
  Total tool runs: 5760
  Batched: 12 batches of 500 datasets (~160MB peak memory)

  Resuming: 5760 results loaded from checkpoint

Completed in 254.4s

Raw results already written to: /root/bench-results/ablation-v3/kl_loose/benchmark_results.csv
Wrote summary to: /root/bench-results/ablation-v3/kl_loose/benchmark_summary.csv
Wrote report to: /root/bench-results/ablation-v3/kl_loose/benchmark_report.md

# Benchmark Results (medium)

## Configuration

- **Preset**: medium
- **Samples per class**: 10000
- **Datasets per point**: 120
- **Effect multipliers**: [0.0, 0.2, 1.0, 2.0, 4.0, 20.0]
- **Total execution time**: 254.4s

## False Positive Rate (effect = 0)

| Tool | iid | ar1-0.3 | ar1-0.6 | ar1-0.8 |
|------|--------|--------|--------|--------|
| tacet (θ=0.4ns) | 0.0% ± 1.8% | 0.0% ± 3.0% | 0.0% ± 3.0% | 0.0% ± 3.0% |
| tacet (θ=100ns) | 0.0% ± 1.8% | 0.0% ± 3.0% | 0.0% ± 3.0% | 0.0% ± 3.0% |

## Power (Detection Rate)

| Tool | 0.2σ | 1σ | 2σ | 4σ | 20σ |
|------|------|------|------|------|------|
| tacet (θ=0.4ns) | 100% | 100% | 100% | 100% | 100% |
| tacet (θ=100ns) | 0% | 0% | 0% | 0% | 2% |

## Detailed Results by Tool

### tacet

| Pattern | Effect | Noise | Rate | 95% CI | Time (ms) |
|---------|--------|-------|------|--------|----------|
| shift | 0σ | ar1-0.3 | 0.0% | [0.0%, 6.0%] | 1208 |
| shift | 0σ | ar1-0.3 | 0.0% | [0.0%, 6.0%] | 1223 |
| shift | 0σ | ar1-0.6 | 0.0% | [0.0%, 6.0%] | 1201 |
| shift | 0σ | ar1-0.6 | 0.0% | [0.0%, 6.0%] | 1203 |
| shift | 0σ | ar1-0.8 | 0.0% | [0.0%, 6.0%] | 1220 |
| shift | 0σ | ar1-0.8 | 0.0% | [0.0%, 6.0%] | 1218 |
| shift | 0σ | iid | 0.0% | [0.0%, 3.7%] | 1054 |
| shift | 0σ | iid | 0.0% | [0.0%, 3.7%] | 1054 |
| shift | 0σ | iid | 0.0% | [0.0%, 3.7%] | 1054 |
| shift | 0σ | iid | 0.0% | [0.0%, 3.7%] | 1054 |
| shift | 0σ | iid | 0.0% | [0.0%, 3.7%] | 1054 |
| shift | 0σ | iid | 0.0% | [0.0%, 3.7%] | 1054 |
| shift | 0σ | iid | 0.0% | [0.0%, 3.7%] | 1054 |
| shift | 0σ | iid | 0.0% | [0.0%, 3.7%] | 1054 |
| shift | 0σ | iid | 0.0% | [0.0%, 3.7%] | 1054 |
| shift | 0σ | iid | 0.0% | [0.0%, 3.7%] | 1054 |
| shift | 0.2σ | ar1-0.3 | 73.3% | [61.0%, 82.9%] | 1218 |
| shift | 0.2σ | ar1-0.3 | 0.0% | [0.0%, 6.0%] | 1226 |
| shift | 0.2σ | ar1-0.6 | 43.3% | [31.6%, 55.9%] | 1211 |
| shift | 0.2σ | ar1-0.6 | 0.0% | [0.0%, 6.0%] | 1223 |
| shift | 0.2σ | ar1-0.8 | 18.3% | [10.6%, 29.9%] | 1203 |
| shift | 0.2σ | ar1-0.8 | 0.0% | [0.0%, 6.0%] | 1208 |
| shift | 0.2σ | iid | 100.0% | [94.0%, 100.0%] | 1034 |
| shift | 0.2σ | iid | 0.0% | [0.0%, 6.0%] | 1038 |
| shift | 1σ | ar1-0.3 | 100.0% | [94.0%, 100.0%] | 1214 |
| shift | 1σ | ar1-0.3 | 0.0% | [0.0%, 6.0%] | 1214 |
| shift | 1σ | ar1-0.6 | 100.0% | [94.0%, 100.0%] | 1219 |
| shift | 1σ | ar1-0.6 | 0.0% | [0.0%, 6.0%] | 1197 |
| shift | 1σ | ar1-0.8 | 100.0% | [94.0%, 100.0%] | 1206 |
| shift | 1σ | ar1-0.8 | 0.0% | [0.0%, 6.0%] | 1214 |
| shift | 1σ | iid | 100.0% | [94.0%, 100.0%] | 1057 |
| shift | 1σ | iid | 0.0% | [0.0%, 6.0%] | 1054 |
| shift | 2σ | ar1-0.3 | 100.0% | [94.0%, 100.0%] | 1237 |
| shift | 2σ | ar1-0.3 | 0.0% | [0.0%, 6.0%] | 1234 |
| shift | 2σ | ar1-0.6 | 100.0% | [94.0%, 100.0%] | 1217 |
| shift | 2σ | ar1-0.6 | 0.0% | [0.0%, 6.0%] | 1231 |
| shift | 2σ | ar1-0.8 | 100.0% | [94.0%, 100.0%] | 1210 |
| shift | 2σ | ar1-0.8 | 0.0% | [0.0%, 6.0%] | 1213 |
| shift | 2σ | iid | 100.0% | [94.0%, 100.0%] | 1059 |
| shift | 2σ | iid | 0.0% | [0.0%, 6.0%] | 1054 |
| shift | 4σ | ar1-0.3 | 100.0% | [94.0%, 100.0%] | 1227 |
| shift | 4σ | ar1-0.3 | 0.0% | [0.0%, 6.0%] | 1241 |
| shift | 4σ | ar1-0.6 | 100.0% | [94.0%, 100.0%] | 1241 |
| shift | 4σ | ar1-0.6 | 0.0% | [0.0%, 6.0%] | 1246 |
| shift | 4σ | ar1-0.8 | 100.0% | [94.0%, 100.0%] | 1223 |
| shift | 4σ | ar1-0.8 | 0.0% | [0.0%, 6.0%] | 1220 |
| shift | 4σ | iid | 100.0% | [94.0%, 100.0%] | 1059 |
| shift | 4σ | iid | 0.0% | [0.0%, 6.0%] | 1058 |
| shift | 20σ | ar1-0.3 | 100.0% | [94.0%, 100.0%] | 1338 |
| shift | 20σ | ar1-0.3 | 41.7% | [30.1%, 54.3%] | 1342 |
| shift | 20σ | ar1-0.6 | 100.0% | [94.0%, 100.0%] | 1345 |
| shift | 20σ | ar1-0.6 | 28.3% | [18.5%, 40.8%] | 1343 |
| shift | 20σ | ar1-0.8 | 100.0% | [94.0%, 100.0%] | 1340 |
| shift | 20σ | ar1-0.8 | 16.7% | [9.3%, 28.0%] | 1343 |
| shift | 20σ | iid | 100.0% | [94.0%, 100.0%] | 1120 |
| shift | 20σ | iid | 1.7% | [0.3%, 8.9%] | 1124 |
| tail | 0σ | ar1-0.3 | 0.0% | [0.0%, 6.0%] | 1211 |
| tail | 0σ | ar1-0.3 | 0.0% | [0.0%, 6.0%] | 1201 |
| tail | 0σ | ar1-0.6 | 0.0% | [0.0%, 6.0%] | 1207 |
| tail | 0σ | ar1-0.6 | 0.0% | [0.0%, 6.0%] | 1215 |
| tail | 0σ | ar1-0.8 | 0.0% | [0.0%, 6.0%] | 1219 |
| tail | 0σ | ar1-0.8 | 0.0% | [0.0%, 6.0%] | 1214 |
| tail | 0σ | iid | 0.0% | [0.0%, 3.7%] | 1049 |
| tail | 0σ | iid | 0.0% | [0.0%, 3.7%] | 1051 |
| tail | 0σ | iid | 0.0% | [0.0%, 3.7%] | 1049 |
| tail | 0σ | iid | 0.0% | [0.0%, 3.7%] | 1051 |
| tail | 0σ | iid | 0.0% | [0.0%, 3.7%] | 1049 |
| tail | 0σ | iid | 0.0% | [0.0%, 3.7%] | 1051 |
| tail | 0σ | iid | 0.0% | [0.0%, 3.7%] | 1049 |
| tail | 0σ | iid | 0.0% | [0.0%, 3.7%] | 1051 |
| tail | 0σ | iid | 0.0% | [0.0%, 3.7%] | 1049 |
| tail | 0σ | iid | 0.0% | [0.0%, 3.7%] | 1051 |
| tail | 0.2σ | ar1-0.3 | 0.0% | [0.0%, 6.0%] | 1209 |
| tail | 0.2σ | ar1-0.3 | 0.0% | [0.0%, 6.0%] | 1224 |
| tail | 0.2σ | ar1-0.6 | 0.0% | [0.0%, 6.0%] | 1210 |
| tail | 0.2σ | ar1-0.6 | 0.0% | [0.0%, 6.0%] | 1207 |
| tail | 0.2σ | ar1-0.8 | 0.0% | [0.0%, 6.0%] | 1211 |
| tail | 0.2σ | ar1-0.8 | 0.0% | [0.0%, 6.0%] | 1207 |
| tail | 0.2σ | iid | 0.0% | [0.0%, 6.0%] | 1041 |
| tail | 0.2σ | iid | 0.0% | [0.0%, 6.0%] | 1029 |
| tail | 1σ | ar1-0.3 | 100.0% | [94.0%, 100.0%] | 1215 |
| tail | 1σ | ar1-0.3 | 0.0% | [0.0%, 6.0%] | 1215 |
| tail | 1σ | ar1-0.6 | 88.3% | [77.8%, 94.2%] | 1232 |
| tail | 1σ | ar1-0.6 | 0.0% | [0.0%, 6.0%] | 1233 |
| tail | 1σ | ar1-0.8 | 65.0% | [52.4%, 75.8%] | 1219 |
| tail | 1σ | ar1-0.8 | 0.0% | [0.0%, 6.0%] | 1228 |
| tail | 1σ | iid | 100.0% | [94.0%, 100.0%] | 1072 |
| tail | 1σ | iid | 0.0% | [0.0%, 6.0%] | 1075 |
| tail | 2σ | ar1-0.3 | 100.0% | [94.0%, 100.0%] | 1237 |
| tail | 2σ | ar1-0.3 | 0.0% | [0.0%, 6.0%] | 1230 |
| tail | 2σ | ar1-0.6 | 100.0% | [94.0%, 100.0%] | 1245 |
| tail | 2σ | ar1-0.6 | 0.0% | [0.0%, 6.0%] | 1238 |
| tail | 2σ | ar1-0.8 | 100.0% | [94.0%, 100.0%] | 1246 |
| tail | 2σ | ar1-0.8 | 0.0% | [0.0%, 6.0%] | 1241 |
| tail | 2σ | iid | 100.0% | [94.0%, 100.0%] | 1064 |
| tail | 2σ | iid | 0.0% | [0.0%, 6.0%] | 1067 |
